,duichanghao,hang,lie,x,y
1,0,1,1,307.8,-129.7
2,0,1,2,940.7,-129.7
3,0,1,3,1573.6,-129.7
4,0,1,4,2206.5,-129.7
5,0,1,5,2839.4,-129.7
6,0,1,6,3472.3,-129.7
7,0,1,7,4105.2,-129.7
8,0,1,8,4738.1,-129.7
9,0,1,9,5371,-129.7
10,0,1,10,6003.9,-129.7
11,0,1,11,6636.8,-129.7
12,0,1,12,7269.7,-129.7
13,0,1,13,7902.6,-129.7
14,0,1,14,8535.5,-129.7
15,0,1,15,9168.4,-129.7
16,0,1,16,9801.3,-129.7
17,0,1,17,10434.2,-129.7
18,0,1,18,11067.1,-129.7
19,0,1,19,11700,-129.7
20,0,1,20,12332.9,-129.7
21,0,1,21,12965.8,-129.7
22,0,1,22,13598.7,-129.7
23,0,1,23,14231.6,-129.7
24,0,1,24,14864.5,-129.7
25,0,1,25,15497.4,-129.7
26,0,1,26,16130.3,-129.7
27,0,1,27,16763.2,-129.7
28,0,1,28,17396.1,-129.7
29,0,1,29,18029,-129.7
30,0,1,30,18661.9,-129.7
31,0,1,31,19294.8,-129.7
32,0,1,32,19927.7,-129.7
33,0,1,33,20560.6,-129.7
34,0,1,34,21193.5,-129.7
35,0,1,35,21826.4,-129.7
36,0,1,36,22459.3,-129.7
37,0,1,37,23092.2,-129.7
38,0,2,1,308,-408.7
39,0,2,2,940.9,-408.7
40,0,2,3,1573.8,-408.7
41,0,2,4,2206.7,-408.7
42,0,2,5,2839.6,-408.7
43,0,2,6,3472.5,-408.7
44,0,2,7,4105.4,-408.7
45,0,2,8,4738.3,-408.7
46,0,2,9,5371.2,-408.7
47,0,2,10,6004.1,-408.7
48,0,2,11,6637,-408.7
49,0,2,12,7269.9,-408.7
50,0,2,13,7902.8,-408.7
51,0,2,14,8535.7,-408.7
52,0,2,15,9168.6,-408.7
53,0,2,16,9801.5,-408.7
54,0,2,17,10434.4,-408.7
55,0,2,18,11067.3,-408.7
56,0,2,19,11700.2,-408.7
57,0,2,20,12333.1,-408.7
58,0,2,21,12966,-408.7
59,0,2,22,13598.9,-408.7
60,0,2,23,14231.8,-408.7
61,0,2,24,14864.7,-408.7
62,0,2,25,15497.6,-408.7
63,0,2,26,16130.5,-408.7
64,0,2,27,16763.4,-408.7
65,0,2,28,17396.3,-408.7
66,0,2,29,18029.2,-408.7
67,0,2,30,18662.1,-408.7
68,0,2,31,19295,-408.7
69,0,2,32,19927.9,-408.7
70,0,2,33,20560.8,-408.7
71,0,2,34,21193.7,-408.7
72,0,2,35,21826.6,-408.7
73,0,2,36,22459.5,-408.7
74,0,2,37,23092.4,-408.7
75,0,3,1,308.2,-687.7
76,0,3,2,941.1,-687.7
77,0,3,3,1574,-687.7
78,0,3,4,2206.9,-687.7
79,0,3,5,2839.8,-687.7
80,0,3,6,3472.7,-687.7
81,0,3,7,4105.6,-687.7
82,0,3,8,4738.5,-687.7
83,0,3,9,5371.4,-687.7
84,0,3,10,6004.3,-687.7
85,0,3,11,6637.2,-687.7
86,0,3,12,7270.1,-687.7
87,0,3,13,7903,-687.7
88,0,3,14,8535.9,-687.7
89,0,3,15,9168.8,-687.7
90,0,3,16,9801.7,-687.7
91,0,3,17,10434.6,-687.7
92,0,3,18,11067.5,-687.7
93,0,3,19,11700.4,-687.7
94,0,3,20,12333.3,-687.7
95,0,3,21,12966.2,-687.7
96,0,3,22,13599.1,-687.7
97,0,3,23,14232,-687.7
98,0,3,24,14864.9,-687.7
99,0,3,25,15497.8,-687.7
100,0,3,26,16130.7,-687.7
101,0,3,27,16763.6,-687.7
102,0,3,28,17396.5,-687.7
103,0,3,29,18029.4,-687.7
104,0,3,30,18662.3,-687.7
105,0,3,31,19295.2,-687.7
106,0,3,32,19928.1,-687.7
107,0,3,33,20561,-687.7
108,0,3,34,21193.9,-687.7
109,0,3,35,21826.8,-687.7
110,0,3,36,22459.7,-687.7
111,0,3,37,23092.6,-687.7
112,0,4,1,308.4,-966.7
113,0,4,2,941.3,-966.7
114,0,4,3,1574.2,-966.7
115,0,4,4,2207.1,-966.7
116,0,4,5,2840,-966.7
117,0,4,6,3472.9,-966.7
118,0,4,7,4105.8,-966.7
119,0,4,8,4738.7,-966.7
120,0,4,9,5371.6,-966.7
121,0,4,10,6004.5,-966.7
122,0,4,11,6637.4,-966.7
123,0,4,12,7270.3,-966.7
124,0,4,13,7903.2,-966.7
125,0,4,14,8536.1,-966.7
126,0,4,15,9169,-966.7
127,0,4,16,9801.9,-966.7
128,0,4,17,10434.8,-966.7
129,0,4,18,11067.7,-966.7
130,0,4,19,11700.6,-966.7
131,0,4,20,12333.5,-966.7
132,0,4,21,12966.4,-966.7
133,0,4,22,13599.3,-966.7
134,0,4,23,14232.2,-966.7
135,0,4,24,14865.1,-966.7
136,0,4,25,15498,-966.7
137,0,4,26,16130.9,-966.7
138,0,4,27,16763.8,-966.7
139,0,4,28,17396.7,-966.7
140,0,4,29,18029.6,-966.7
141,0,4,30,18662.5,-966.7
142,0,4,31,19295.4,-966.7
143,0,4,32,19928.3,-966.7
144,0,4,33,20561.2,-966.7
145,0,4,34,21194.1,-966.7
146,0,4,35,21827,-966.7
147,0,4,36,22459.9,-966.7
148,0,4,37,23092.8,-966.7
149,0,5,1,308.6,-1245.7
150,0,5,2,941.5,-1245.7
151,0,5,3,1574.4,-1245.7
152,0,5,4,2207.3,-1245.7
153,0,5,5,2840.2,-1245.7
154,0,5,6,3473.1,-1245.7
155,0,5,7,4106,-1245.7
156,0,5,8,4738.9,-1245.7
157,0,5,9,5371.8,-1245.7
158,0,5,10,6004.7,-1245.7
159,0,5,11,6637.6,-1245.7
160,0,5,12,7270.5,-1245.7
161,0,5,13,7903.4,-1245.7
162,0,5,14,8536.3,-1245.7
163,0,5,15,9169.2,-1245.7
164,0,5,16,9802.1,-1245.7
165,0,5,17,10435,-1245.7
166,0,5,18,11067.9,-1245.7
167,0,5,19,11700.8,-1245.7
168,0,5,20,12333.7,-1245.7
169,0,5,21,12966.6,-1245.7
170,0,5,22,13599.5,-1245.7
171,0,5,23,14232.4,-1245.7
172,0,5,24,14865.3,-1245.7
173,0,5,25,15498.2,-1245.7
174,0,5,26,16131.1,-1245.7
175,0,5,27,16764,-1245.7
176,0,5,28,17396.9,-1245.7
177,0,5,29,18029.8,-1245.7
178,0,5,30,18662.7,-1245.7
179,0,5,31,19295.6,-1245.7
180,0,5,32,19928.5,-1245.7
181,0,5,33,20561.4,-1245.7
182,0,5,34,21194.3,-1245.7
183,0,5,35,21827.2,-1245.7
184,0,5,36,22460.1,-1245.7
185,0,5,37,23093,-1245.7
186,0,6,1,308.8,-1524.7
187,0,6,2,941.7,-1524.7
188,0,6,3,1574.6,-1524.7
189,0,6,4,2207.5,-1524.7
190,0,6,5,2840.4,-1524.7
191,0,6,6,3473.3,-1524.7
192,0,6,7,4106.2,-1524.7
193,0,6,8,4739.1,-1524.7
194,0,6,9,5372,-1524.7
195,0,6,10,6004.9,-1524.7
196,0,6,11,6637.8,-1524.7
197,0,6,12,7270.7,-1524.7
198,0,6,13,7903.6,-1524.7
199,0,6,14,8536.5,-1524.7
200,0,6,15,9169.4,-1524.7
201,0,6,16,9802.3,-1524.7
202,0,6,17,10435.2,-1524.7
203,0,6,18,11068.1,-1524.7
204,0,6,19,11701,-1524.7
205,0,6,20,12333.9,-1524.7
206,0,6,21,12966.8,-1524.7
207,0,6,22,13599.7,-1524.7
208,0,6,23,14232.6,-1524.7
209,0,6,24,14865.5,-1524.7
210,0,6,25,15498.4,-1524.7
211,0,6,26,16131.3,-1524.7
212,0,6,27,16764.2,-1524.7
213,0,6,28,17397.1,-1524.7
214,0,6,29,18030,-1524.7
215,0,6,30,18662.9,-1524.7
216,0,6,31,19295.8,-1524.7
217,0,6,32,19928.7,-1524.7
218,0,6,33,20561.6,-1524.7
219,0,6,34,21194.5,-1524.7
220,0,6,35,21827.4,-1524.7
221,0,6,36,22460.3,-1524.7
222,0,6,37,23093.2,-1524.7
223,1,1,1,305.8,-3388.3
224,1,1,2,938.7,-3388.3
225,1,1,3,1571.6,-3388.3
226,1,1,4,2204.5,-3388.3
227,1,1,5,2837.4,-3388.3
228,1,1,6,3470.3,-3388.3
229,1,1,7,4103.2,-3388.3
230,1,1,8,4736.1,-3388.3
231,1,1,9,5369,-3388.3
232,1,1,10,6001.9,-3388.3
233,1,1,11,6634.8,-3388.3
234,1,1,12,7267.7,-3388.3
235,1,1,13,7900.6,-3388.3
236,1,1,14,8533.5,-3388.3
237,1,1,15,9166.4,-3388.3
238,1,1,16,9799.3,-3388.3
239,1,1,17,10432.2,-3388.3
240,1,1,18,11065.1,-3388.3
241,1,1,19,11698,-3388.3
242,1,1,20,12330.9,-3388.3
243,1,1,21,12963.8,-3388.3
244,1,1,22,13596.7,-3388.3
245,1,1,23,14229.6,-3388.3
246,1,1,24,14862.5,-3388.3
247,1,1,25,15495.4,-3388.3
248,1,1,26,16128.3,-3388.3
249,1,1,27,16761.2,-3388.3
250,1,1,28,17394.1,-3388.3
251,1,1,29,18027,-3388.3
252,1,1,30,18659.9,-3388.3
253,1,1,31,19292.8,-3388.3
254,1,1,32,19925.7,-3388.3
255,1,1,33,20558.6,-3388.3
256,1,1,34,21191.5,-3388.3
257,1,1,35,21824.4,-3388.3
258,1,1,36,22457.3,-3388.3
259,1,1,37,23090.2,-3388.3
260,1,2,1,306,-3667.3
261,1,2,2,938.9,-3667.3
262,1,2,3,1571.8,-3667.3
263,1,2,4,2204.7,-3667.3
264,1,2,5,2837.6,-3667.3
265,1,2,6,3470.5,-3667.3
266,1,2,7,4103.4,-3667.3
267,1,2,8,4736.3,-3667.3
268,1,2,9,5369.2,-3667.3
269,1,2,10,6002.1,-3667.3
270,1,2,11,6635,-3667.3
271,1,2,12,7267.9,-3667.3
272,1,2,13,7900.8,-3667.3
273,1,2,14,8533.7,-3667.3
274,1,2,15,9166.6,-3667.3
275,1,2,16,9799.5,-3667.3
276,1,2,17,10432.4,-3667.3
277,1,2,18,11065.3,-3667.3
278,1,2,19,11698.2,-3667.3
279,1,2,20,12331.1,-3667.3
280,1,2,21,12964,-3667.3
281,1,2,22,13596.9,-3667.3
282,1,2,23,14229.8,-3667.3
283,1,2,24,14862.7,-3667.3
284,1,2,25,15495.6,-3667.3
285,1,2,26,16128.5,-3667.3
286,1,2,27,16761.4,-3667.3
287,1,2,28,17394.3,-3667.3
288,1,2,29,18027.2,-3667.3
289,1,2,30,18660.1,-3667.3
290,1,2,31,19293,-3667.3
291,1,2,32,19925.9,-3667.3
292,1,2,33,20558.8,-3667.3
293,1,2,34,21191.7,-3667.3
294,1,2,35,21824.6,-3667.3
295,1,2,36,22457.5,-3667.3
296,1,2,37,23090.4,-3667.3
297,1,3,1,306.2,-3946.3
298,1,3,2,939.1,-3946.3
299,1,3,3,1572,-3946.3
300,1,3,4,2204.9,-3946.3
301,1,3,5,2837.8,-3946.3
302,1,3,6,3470.7,-3946.3
303,1,3,7,4103.6,-3946.3
304,1,3,8,4736.5,-3946.3
305,1,3,9,5369.4,-3946.3
306,1,3,10,6002.3,-3946.3
307,1,3,11,6635.2,-3946.3
308,1,3,12,7268.1,-3946.3
309,1,3,13,7901,-3946.3
310,1,3,14,8533.9,-3946.3
311,1,3,15,9166.8,-3946.3
312,1,3,16,9799.7,-3946.3
313,1,3,17,10432.6,-3946.3
314,1,3,18,11065.5,-3946.3
315,1,3,19,11698.4,-3946.3
316,1,3,20,12331.3,-3946.3
317,1,3,21,12964.2,-3946.3
318,1,3,22,13597.1,-3946.3
319,1,3,23,14230,-3946.3
320,1,3,24,14862.9,-3946.3
321,1,3,25,15495.8,-3946.3
322,1,3,26,16128.7,-3946.3
323,1,3,27,16761.6,-3946.3
324,1,3,28,17394.5,-3946.3
325,1,3,29,18027.4,-3946.3
326,1,3,30,18660.3,-3946.3
327,1,3,31,19293.2,-3946.3
328,1,3,32,19926.1,-3946.3
329,1,3,33,20559,-3946.3
330,1,3,34,21191.9,-3946.3
331,1,3,35,21824.8,-3946.3
332,1,3,36,22457.7,-3946.3
333,1,3,37,23090.6,-3946.3
334,1,4,1,306.4,-4225.3
335,1,4,2,939.3,-4225.3
336,1,4,3,1572.2,-4225.3
337,1,4,4,2205.1,-4225.3
338,1,4,5,2838,-4225.3
339,1,4,6,3470.9,-4225.3
340,1,4,7,4103.8,-4225.3
341,1,4,8,4736.7,-4225.3
342,1,4,9,5369.6,-4225.3
343,1,4,10,6002.5,-4225.3
344,1,4,11,6635.4,-4225.3
345,1,4,12,7268.3,-4225.3
346,1,4,13,7901.2,-4225.3
347,1,4,14,8534.1,-4225.3
348,1,4,15,9167,-4225.3
349,1,4,16,9799.9,-4225.3
350,1,4,17,10432.8,-4225.3
351,1,4,18,11065.7,-4225.3
352,1,4,19,11698.6,-4225.3
353,1,4,20,12331.5,-4225.3
354,1,4,21,12964.4,-4225.3
355,1,4,22,13597.3,-4225.3
356,1,4,23,14230.2,-4225.3
357,1,4,24,14863.1,-4225.3
358,1,4,25,15496,-4225.3
359,1,4,26,16128.9,-4225.3
360,1,4,27,16761.8,-4225.3
361,1,4,28,17394.7,-4225.3
362,1,4,29,18027.6,-4225.3
363,1,4,30,18660.5,-4225.3
364,1,4,31,19293.4,-4225.3
365,1,4,32,19926.3,-4225.3
366,1,4,33,20559.2,-4225.3
367,1,4,34,21192.1,-4225.3
368,1,4,35,21825,-4225.3
369,1,4,36,22457.9,-4225.3
370,1,4,37,23090.8,-4225.3
371,1,5,1,306.6,-4504.3
372,1,5,2,939.5,-4504.3
373,1,5,3,1572.4,-4504.3
374,1,5,4,2205.3,-4504.3
375,1,5,5,2838.2,-4504.3
376,1,5,6,3471.1,-4504.3
377,1,5,7,4104,-4504.3
378,1,5,8,4736.9,-4504.3
379,1,5,9,5369.8,-4504.3
380,1,5,10,6002.7,-4504.3
381,1,5,11,6635.6,-4504.3
382,1,5,12,7268.5,-4504.3
383,1,5,13,7901.4,-4504.3
384,1,5,14,8534.3,-4504.3
385,1,5,15,9167.2,-4504.3
386,1,5,16,9800.1,-4504.3
387,1,5,17,10433,-4504.3
388,1,5,18,11065.9,-4504.3
389,1,5,19,11698.8,-4504.3
390,1,5,20,12331.7,-4504.3
391,1,5,21,12964.6,-4504.3
392,1,5,22,13597.5,-4504.3
393,1,5,23,14230.4,-4504.3
394,1,5,24,14863.3,-4504.3
395,1,5,25,15496.2,-4504.3
396,1,5,26,16129.1,-4504.3
397,1,5,27,16762,-4504.3
398,1,5,28,17394.9,-4504.3
399,1,5,29,18027.8,-4504.3
400,1,5,30,18660.7,-4504.3
401,1,5,31,19293.6,-4504.3
402,1,5,32,19926.5,-4504.3
403,1,5,33,20559.4,-4504.3
404,1,5,34,21192.3,-4504.3
405,1,5,35,21825.2,-4504.3
406,1,5,36,22458.1,-4504.3
407,1,5,37,23091,-4504.3
408,1,6,1,306.8,-4783.3
409,1,6,2,939.7,-4783.3
410,1,6,3,1572.6,-4783.3
411,1,6,4,2205.5,-4783.3
412,1,6,5,2838.4,-4783.3
413,1,6,6,3471.3,-4783.3
414,1,6,7,4104.2,-4783.3
415,1,6,8,4737.1,-4783.3
416,1,6,9,5370,-4783.3
417,1,6,10,6002.9,-4783.3
418,1,6,11,6635.8,-4783.3
419,1,6,12,7268.7,-4783.3
420,1,6,13,7901.6,-4783.3
421,1,6,14,8534.5,-4783.3
422,1,6,15,9167.4,-4783.3
423,1,6,16,9800.3,-4783.3
424,1,6,17,10433.2,-4783.3
425,1,6,18,11066.1,-4783.3
426,1,6,19,11699,-4783.3
427,1,6,20,12331.9,-4783.3
428,1,6,21,12964.8,-4783.3
429,1,6,22,13597.7,-4783.3
430,1,6,23,14230.6,-4783.3
431,1,6,24,14863.5,-4783.3
432,1,6,25,15496.4,-4783.3
433,1,6,26,16129.3,-4783.3
434,1,6,27,16762.2,-4783.3
435,1,6,28,17395.1,-4783.3
436,1,6,29,18028,-4783.3
437,1,6,30,18660.9,-4783.3
438,1,6,31,19293.8,-4783.3
439,1,6,32,19926.7,-4783.3
440,1,6,33,20559.6,-4783.3
441,1,6,34,21192.5,-4783.3
442,1,6,35,21825.4,-4783.3
443,1,6,36,22458.3,-4783.3
444,1,6,37,23091.2,-4783.3
445,2,1,1,315.6,-6166.6
446,2,1,2,948.5,-6166.6
447,2,1,3,1581.4,-6166.6
448,2,1,4,2214.3,-6166.6
449,2,1,5,2847.2,-6166.6
450,2,1,6,3480.1,-6166.6
451,2,1,7,4113,-6166.6
452,2,1,8,4745.9,-6166.6
453,2,1,9,5378.8,-6166.6
454,2,1,10,6011.7,-6166.6
455,2,1,11,6644.6,-6166.6
456,2,1,12,7277.5,-6166.6
457,2,1,13,7910.4,-6166.6
458,2,1,14,8543.3,-6166.6
459,2,1,15,9176.2,-6166.6
460,2,1,16,9809.1,-6166.6
461,2,1,17,10442,-6166.6
462,2,1,18,11074.9,-6166.6
463,2,1,19,11707.8,-6166.6
464,2,1,20,12340.7,-6166.6
465,2,1,21,12973.6,-6166.6
466,2,1,22,13606.5,-6166.6
467,2,1,23,14239.4,-6166.6
468,2,1,24,14872.3,-6166.6
469,2,1,25,15505.2,-6166.6
470,2,1,26,16138.1,-6166.6
471,2,1,27,16771,-6166.6
472,2,1,28,17403.9,-6166.6
473,2,1,29,18036.8,-6166.6
474,2,1,30,18669.7,-6166.6
475,2,1,31,19302.6,-6166.6
476,2,1,32,19935.5,-6166.6
477,2,1,33,20568.4,-6166.6
478,2,1,34,21201.3,-6166.6
479,2,1,35,21834.2,-6166.6
480,2,1,36,22467.1,-6166.6
481,2,1,37,23100,-6166.6
482,2,2,1,315.8,-6445.6
483,2,2,2,948.7,-6445.6
484,2,2,3,1581.6,-6445.6
485,2,2,4,2214.5,-6445.6
486,2,2,5,2847.4,-6445.6
487,2,2,6,3480.3,-6445.6
488,2,2,7,4113.2,-6445.6
489,2,2,8,4746.1,-6445.6
490,2,2,9,5379,-6445.6
491,2,2,10,6011.9,-6445.6
492,2,2,11,6644.8,-6445.6
493,2,2,12,7277.7,-6445.6
494,2,2,13,7910.6,-6445.6
495,2,2,14,8543.5,-6445.6
496,2,2,15,9176.4,-6445.6
497,2,2,16,9809.3,-6445.6
498,2,2,17,10442.2,-6445.6
499,2,2,18,11075.1,-6445.6
500,2,2,19,11708,-6445.6
501,2,2,20,12340.9,-6445.6
502,2,2,21,12973.8,-6445.6
503,2,2,22,13606.7,-6445.6
504,2,2,23,14239.6,-6445.6
505,2,2,24,14872.5,-6445.6
506,2,2,25,15505.4,-6445.6
507,2,2,26,16138.3,-6445.6
508,2,2,27,16771.2,-6445.6
509,2,2,28,17404.1,-6445.6
510,2,2,29,18037,-6445.6
511,2,2,30,18669.9,-6445.6
512,2,2,31,19302.8,-6445.6
513,2,2,32,19935.7,-6445.6
514,2,2,33,20568.6,-6445.6
515,2,2,34,21201.5,-6445.6
516,2,2,35,21834.4,-6445.6
517,2,2,36,22467.3,-6445.6
518,2,2,37,23100.2,-6445.6
519,2,3,1,316,-6724.6
520,2,3,2,948.9,-6724.6
521,2,3,3,1581.8,-6724.6
522,2,3,4,2214.7,-6724.6
523,2,3,5,2847.6,-6724.6
524,2,3,6,3480.5,-6724.6
525,2,3,7,4113.4,-6724.6
526,2,3,8,4746.3,-6724.6
527,2,3,9,5379.2,-6724.6
528,2,3,10,6012.1,-6724.6
529,2,3,11,6645,-6724.6
530,2,3,12,7277.9,-6724.6
531,2,3,13,7910.8,-6724.6
532,2,3,14,8543.7,-6724.6
533,2,3,15,9176.6,-6724.6
534,2,3,16,9809.5,-6724.6
535,2,3,17,10442.4,-6724.6
536,2,3,18,11075.3,-6724.6
537,2,3,19,11708.2,-6724.6
538,2,3,20,12341.1,-6724.6
539,2,3,21,12974,-6724.6
540,2,3,22,13606.9,-6724.6
541,2,3,23,14239.8,-6724.6
542,2,3,24,14872.7,-6724.6
543,2,3,25,15505.6,-6724.6
544,2,3,26,16138.5,-6724.6
545,2,3,27,16771.4,-6724.6
546,2,3,28,17404.3,-6724.6
547,2,3,29,18037.2,-6724.6
548,2,3,30,18670.1,-6724.6
549,2,3,31,19303,-6724.6
550,2,3,32,19935.9,-6724.6
551,2,3,33,20568.8,-6724.6
552,2,3,34,21201.7,-6724.6
553,2,3,35,21834.6,-6724.6
554,2,3,36,22467.5,-6724.6
555,2,3,37,23100.4,-6724.6
556,2,4,1,316.2,-7003.6
557,2,4,2,949.1,-7003.6
558,2,4,3,1582,-7003.6
559,2,4,4,2214.9,-7003.6
560,2,4,5,2847.8,-7003.6
561,2,4,6,3480.7,-7003.6
562,2,4,7,4113.6,-7003.6
563,2,4,8,4746.5,-7003.6
564,2,4,9,5379.4,-7003.6
565,2,4,10,6012.3,-7003.6
566,2,4,11,6645.2,-7003.6
567,2,4,12,7278.1,-7003.6
568,2,4,13,7911,-7003.6
569,2,4,14,8543.9,-7003.6
570,2,4,15,9176.8,-7003.6
571,2,4,16,9809.7,-7003.6
572,2,4,17,10442.6,-7003.6
573,2,4,18,11075.5,-7003.6
574,2,4,19,11708.4,-7003.6
575,2,4,20,12341.3,-7003.6
576,2,4,21,12974.2,-7003.6
577,2,4,22,13607.1,-7003.6
578,2,4,23,14240,-7003.6
579,2,4,24,14872.9,-7003.6
580,2,4,25,15505.8,-7003.6
581,2,4,26,16138.7,-7003.6
582,2,4,27,16771.6,-7003.6
583,2,4,28,17404.5,-7003.6
584,2,4,29,18037.4,-7003.6
585,2,4,30,18670.3,-7003.6
586,2,4,31,19303.2,-7003.6
587,2,4,32,19936.1,-7003.6
588,2,4,33,20569,-7003.6
589,2,4,34,21201.9,-7003.6
590,2,4,35,21834.8,-7003.6
591,2,4,36,22467.7,-7003.6
592,2,4,37,23100.6,-7003.6
593,2,5,1,316.4,-7282.6
594,2,5,2,949.3,-7282.6
595,2,5,3,1582.2,-7282.6
596,2,5,4,2215.1,-7282.6
597,2,5,5,2848,-7282.6
598,2,5,6,3480.9,-7282.6
599,2,5,7,4113.8,-7282.6
600,2,5,8,4746.7,-7282.6
601,2,5,9,5379.6,-7282.6
602,2,5,10,6012.5,-7282.6
603,2,5,11,6645.4,-7282.6
604,2,5,12,7278.3,-7282.6
605,2,5,13,7911.2,-7282.6
606,2,5,14,8544.1,-7282.6
607,2,5,15,9177,-7282.6
608,2,5,16,9809.9,-7282.6
609,2,5,17,10442.8,-7282.6
610,2,5,18,11075.7,-7282.6
611,2,5,19,11708.6,-7282.6
612,2,5,20,12341.5,-7282.6
613,2,5,21,12974.4,-7282.6
614,2,5,22,13607.3,-7282.6
615,2,5,23,14240.2,-7282.6
616,2,5,24,14873.1,-7282.6
617,2,5,25,15506,-7282.6
618,2,5,26,16138.9,-7282.6
619,2,5,27,16771.8,-7282.6
620,2,5,28,17404.7,-7282.6
621,2,5,29,18037.6,-7282.6
622,2,5,30,18670.5,-7282.6
623,2,5,31,19303.4,-7282.6
624,2,5,32,19936.3,-7282.6
625,2,5,33,20569.2,-7282.6
626,2,5,34,21202.1,-7282.6
627,2,5,35,21835,-7282.6
628,2,5,36,22467.9,-7282.6
629,2,5,37,23100.8,-7282.6
630,2,6,1,316.6,-7561.6
631,2,6,2,949.5,-7561.6
632,2,6,3,1582.4,-7561.6
633,2,6,4,2215.3,-7561.6
634,2,6,5,2848.2,-7561.6
635,2,6,6,3481.1,-7561.6
636,2,6,7,4114,-7561.6
637,2,6,8,4746.9,-7561.6
638,2,6,9,5379.8,-7561.6
639,2,6,10,6012.7,-7561.6
640,2,6,11,6645.6,-7561.6
641,2,6,12,7278.5,-7561.6
642,2,6,13,7911.4,-7561.6
643,2,6,14,8544.3,-7561.6
644,2,6,15,9177.2,-7561.6
645,2,6,16,9810.1,-7561.6
646,2,6,17,10443,-7561.6
647,2,6,18,11075.9,-7561.6
648,2,6,19,11708.8,-7561.6
649,2,6,20,12341.7,-7561.6
650,2,6,21,12974.6,-7561.6
651,2,6,22,13607.5,-7561.6
652,2,6,23,14240.4,-7561.6
653,2,6,24,14873.3,-7561.6
654,2,6,25,15506.2,-7561.6
655,2,6,26,16139.1,-7561.6
656,2,6,27,16772,-7561.6
657,2,6,28,17404.9,-7561.6
658,2,6,29,18037.8,-7561.6
659,2,6,30,18670.7,-7561.6
660,2,6,31,19303.6,-7561.6
661,2,6,32,19936.5,-7561.6
662,2,6,33,20569.4,-7561.6
663,2,6,34,21202.3,-7561.6
664,2,6,35,21835.2,-7561.6
665,2,6,36,22468.1,-7561.6
666,2,6,37,23101,-7561.6
667,3,1,1,319.7,-9414.2
668,3,1,2,952.6,-9414.2
669,3,1,3,1585.5,-9414.2
670,3,1,4,2218.4,-9414.2
671,3,1,5,2851.3,-9414.2
672,3,1,6,3484.2,-9414.2
673,3,1,7,4117.1,-9414.2
674,3,1,8,4750,-9414.2
675,3,1,9,5382.9,-9414.2
676,3,1,10,6015.8,-9414.2
677,3,1,11,6648.7,-9414.2
678,3,1,12,7281.6,-9414.2
679,3,1,13,7914.5,-9414.2
680,3,1,14,8547.4,-9414.2
681,3,1,15,9180.3,-9414.2
682,3,1,16,9813.2,-9414.2
683,3,1,17,10446.1,-9414.2
684,3,1,18,11079,-9414.2
685,3,1,19,11711.9,-9414.2
686,3,1,20,12344.8,-9414.2
687,3,1,21,12977.7,-9414.2
688,3,1,22,13610.6,-9414.2
689,3,1,23,14243.5,-9414.2
690,3,1,24,14876.4,-9414.2
691,3,1,25,15509.3,-9414.2
692,3,1,26,16142.2,-9414.2
693,3,1,27,16775.1,-9414.2
694,3,1,28,17408,-9414.2
695,3,1,29,18040.9,-9414.2
696,3,1,30,18673.8,-9414.2
697,3,1,31,19306.7,-9414.2
698,3,1,32,19939.6,-9414.2
699,3,1,33,20572.5,-9414.2
700,3,1,34,21205.4,-9414.2
701,3,1,35,21838.3,-9414.2
702,3,1,36,22471.2,-9414.2
703,3,1,37,23104.1,-9414.2
704,3,2,1,319.9,-9693.2
705,3,2,2,952.8,-9693.2
706,3,2,3,1585.7,-9693.2
707,3,2,4,2218.6,-9693.2
708,3,2,5,2851.5,-9693.2
709,3,2,6,3484.4,-9693.2
710,3,2,7,4117.3,-9693.2
711,3,2,8,4750.2,-9693.2
712,3,2,9,5383.1,-9693.2
713,3,2,10,6016,-9693.2
714,3,2,11,6648.9,-9693.2
715,3,2,12,7281.8,-9693.2
716,3,2,13,7914.7,-9693.2
717,3,2,14,8547.6,-9693.2
718,3,2,15,9180.5,-9693.2
719,3,2,16,9813.4,-9693.2
720,3,2,17,10446.3,-9693.2
721,3,2,18,11079.2,-9693.2
722,3,2,19,11712.1,-9693.2
723,3,2,20,12345,-9693.2
724,3,2,21,12977.9,-9693.2
725,3,2,22,13610.8,-9693.2
726,3,2,23,14243.7,-9693.2
727,3,2,24,14876.6,-9693.2
728,3,2,25,15509.5,-9693.2
729,3,2,26,16142.4,-9693.2
730,3,2,27,16775.3,-9693.2
731,3,2,28,17408.2,-9693.2
732,3,2,29,18041.1,-9693.2
733,3,2,30,18674,-9693.2
734,3,2,31,19306.9,-9693.2
735,3,2,32,19939.8,-9693.2
736,3,2,33,20572.7,-9693.2
737,3,2,34,21205.6,-9693.2
738,3,2,35,21838.5,-9693.2
739,3,2,36,22471.4,-9693.2
740,3,2,37,23104.3,-9693.2
741,3,3,1,320.1,-9972.2
742,3,3,2,953,-9972.2
743,3,3,3,1585.9,-9972.2
744,3,3,4,2218.8,-9972.2
745,3,3,5,2851.7,-9972.2
746,3,3,6,3484.6,-9972.2
747,3,3,7,4117.5,-9972.2
748,3,3,8,4750.4,-9972.2
749,3,3,9,5383.3,-9972.2
750,3,3,10,6016.2,-9972.2
751,3,3,11,6649.1,-9972.2
752,3,3,12,7282,-9972.2
753,3,3,13,7914.9,-9972.2
